"effect","mode","method","num_trials","num_detections","total_savings","detection_rate","average_savings"
0,"non-sequential","ttest",7692,362,0,0.047061882475299,0
0,"stream","YEAST",7692,337,92.3006297646668,0.0438117524700988,0.0119995618518808
0,"stream","YEAST-non-robust",7692,1313,568.763175339742,0.170696827873115,0.0739421704809858
0,"stream","pYEAST6",7692,128,56.2374047066622,0.0166406656266251,0.00731115505806841
0,"stream","pYEAST6-non-robust",7692,1028,645.886973815047,0.133645345813833,0.0839686653425698
0,"stream","mSPRTphi100",7692,11,5.94787868743785,0.00143005720228809,0.000773255159573304
0,"stream","mSPRTphi25",7692,5,2.49511103745442,0.000650026001040042,0.000324377409965474
0,"stream","mSPRTphi11",7692,2,0.839907192575406,0.000260010400416017,0.000109192302726912
0,"stream","mSPRTphi100-non-robust",7692,759,629.731189923764,0.0986739469578783,0.0818683294232662
0,"stream","mSPRTphi25-non-robust",7692,582,481.544249254227,0.0756630265210608,0.0626032565333109
0,"stream","mSPRTphi11-non-robust",7692,467,372.272870401062,0.0607124284971399,0.0483974090485
0,"stream","GAVI250",7692,7,3.76740139211137,0.000910036401456058,0.000489781772245368
0,"stream","GAVI500",7692,9,4.8794332117998,0.00117004680187207,0.000634351691601638
0,"stream","GAVI750",7692,12,6.5153297978124,0.0015600624024961,0.000847026754785803
0,"stream","GAVI10K",7692,30,14.1132747762678,0.00390015600624025,0.00183479911287933
0,"stream","GAVI250-non-robust",7692,642,534.341481604244,0.0834633385335413,0.0694671712954035
0,"stream","GAVI500-non-robust",7692,742,616.538945972819,0.0964638585543422,0.0801532691072307
0,"stream","GAVI750-non-robust",7692,769,637.093553198539,0.0999739989599584,0.0828254749348075
0,"stream","GAVI10K-non-robust",7692,581,350.492707988068,0.0755330213208528,0.0455658746734358
0,"stream","LanDeMetsOBF",7692,201,48.8897911832947,0.0261310452418097,0.00635592709091195
0,"stream","LanDeMetsOBF-non-robust",7692,1050,419.005883327809,0.136505460218409,0.0544729437503652
0,"stream","SeqC2ST_QDA",7692,1868,1435.02759363606,0.24284971398856,0.186561049614673
