"effect","mode","method","num_trials","num_detections","total_savings","detection_rate","average_savings"
0,"non-sequential","ttest",7692,388,0,0.0504420176807072,0
0,"stream","YEAST",7692,340,89.302369903878,0.0442017680707228,0.0116097724784033
0,"stream","YEAST-non-robust",7692,1264,552.654209479616,0.164326573062923,0.0718479211491961
0,"stream","pYEAST6",7692,121,50.0875041431886,0.015730629225169,0.00651163600405468
0,"stream","pYEAST6-non-robust",7692,1051,648.275936360624,0.136635465418617,0.084279242896597
0,"stream","mSPRTphi100",7692,5,3.16100430891614,0.000650026001040042,0.00041094699803902
0,"stream","mSPRTphi25",7692,2,0.995442492542261,0.000260010400416017,0.000129412700538515
0,"stream","mSPRTphi11",7692,1,0.708982432880345,0.000130005200208008,9.217140313057e-05
0,"stream","mSPRTphi100-non-robust",7692,730,590.690752403048,0.0949037961518461,0.0767928695271773
0,"stream","mSPRTphi25-non-robust",7692,548,438.188432217436,0.0712428497139886,0.056966774859261
0,"stream","mSPRTphi11-non-robust",7692,441,344.280493868082,0.0573322932917317,0.044758254533032
0,"stream","GAVI250",7692,4,2.34272456082201,0.000520020800832033,0.000304566375561884
0,"stream","GAVI500",7692,4,2.58410672853828,0.000520020800832033,0.000335947312602481
0,"stream","GAVI750",7692,7,4.5167384819357,0.000910036401456058,0.000587199490631266
0,"stream","GAVI10K",7692,20,9.04350348027842,0.00260010400416017,0.00117570248053542
0,"stream","GAVI250-non-robust",7692,609,491.375290023203,0.0791731669266771,0.0638813429567346
0,"stream","GAVI500-non-robust",7692,702,571.243536625787,0.0912636505460218,0.0742646303465662
0,"stream","GAVI750-non-robust",7692,739,594.663904540933,0.0960738429537182,0.07730939996632
0,"stream","GAVI10K-non-robust",7692,577,344.560656281075,0.0750130005200208,0.0447946771036238
0,"stream","LanDeMetsOBF",7692,191,43.8941829632085,0.0248309932397296,0.00570647204409887
0,"stream","LanDeMetsOBF-non-robust",7692,998,406.066539608883,0.129745189807592,0.0527907617796259
0,"stream","SeqC2ST_QDA",7692,1890,1447.47331786543,0.245709828393136,0.188179058484845
0,"stream","Classical",7692,329,328.972737819025,0.0427717108684347,0.0427681666431389
0,"stream","Classical-non-robust",7692,1104,1103.90851839577,0.143525741029641,0.143513847945369
0.05,"non-sequential","ttest",7692,686,0,0.0891835673426937,0
0.05,"stream","YEAST",7692,918,240.380344713292,0.119344773790952,0.0312506948405215
0.05,"stream","YEAST-non-robust",7692,2536,1073.55593304608,0.329693187727509,0.13956785401015
0.05,"stream","pYEAST6",7692,369,133.282234007292,0.0479719188767551,0.0173273835162886
0.05,"stream","pYEAST6-non-robust",7692,1957,1126.54143188598,0.254420176807072,0.146456244394953
0.05,"stream","mSPRTphi100",7692,35,14.4809413324495,0.00455018200728029,0.00188259767712551
0.05,"stream","mSPRTphi25",7692,10,4.70558501823003,0.00130005200208008,0.0006117505223908
0.05,"stream","mSPRTphi11",7692,7,2.73922770964534,0.000910036401456058,0.000356113846807767
0.05,"stream","mSPRTphi100-non-robust",7692,1313,984.982432880336,0.170696827873115,0.128052838387979
0.05,"stream","mSPRTphi25-non-robust",7692,1022,760.438515081203,0.132865314612584,0.0988609613990123
0.05,"stream","mSPRTphi11-non-robust",7692,810,583.694812727875,0.105304212168487,0.0758833609890633
0.05,"stream","GAVI250",7692,12,6.24063639376864,0.0015600624024961,0.000811315183797276
0.05,"stream","GAVI500",7692,29,10.8162910175671,0.00377015080603224,0.0014061740792469
0.05,"stream","GAVI750",7692,36,16.0346370566788,0.0046801872074883,0.00208458620081628
0.05,"stream","GAVI10K",7692,82,31.5001657275439,0.0106604264170567,0.00409518535199479
0.05,"stream","GAVI250-non-robust",7692,1126,844.45881670533,0.146385855434217,0.109784037533194
0.05,"stream","GAVI500-non-robust",7692,1277,958.086758369234,0.166016640665627,0.124556260838434
0.05,"stream","GAVI750-non-robust",7692,1336,1001.31065628107,0.173686947477899,0.130175592340232
0.05,"stream","GAVI10K-non-robust",7692,1204,675.903629433212,0.156526261050442,0.0878709866657841
0.05,"stream","LanDeMetsOBF",7692,581,128.433046072257,0.0755330213208528,0.0166969638679482
0.05,"stream","LanDeMetsOBF-non-robust",7692,2157,833.887056678821,0.280421216848674,0.108409653754397
0.05,"stream","SeqC2ST_QDA",7692,1841,1400.65379516076,0.239339573582943,0.182092277061981
0.05,"stream","Classical",7692,905,904.925008286387,0.117654706188248,0.117644956875505
0.05,"stream","Classical-non-robust",7692,2376,2375.80311567781,0.308892355694228,0.308866759708504
0.1,"non-sequential","ttest",7692,1712,0,0.22256890275611,0
0.1,"stream","YEAST",7692,1888,539.005634736492,0.24544981799272,0.0700735354571623
0.1,"stream","YEAST-non-robust",7692,3999,1755.23980775607,0.519890795631825,0.228190302620393
0.1,"stream","pYEAST6",7692,931,336.294995028174,0.121034841393656,0.0437200981575889
0.1,"stream","pYEAST6-non-robust",7692,3222,1788.19456413657,0.418876755070203,0.232474592321448
0.1,"stream","mSPRTphi100",7692,126,51.1711965528671,0.016380655226209,0.00665252165273883
0.1,"stream","mSPRTphi25",7692,64,24.8198541597614,0.00832033281331253,0.00322671010917334
0.1,"stream","mSPRTphi11",7692,41,14.4291514749751,0.00533021320852834,0.00187586472633582
0.1,"stream","mSPRTphi100-non-robust",7692,2164,1553.44133244946,0.28133125325013,0.201955451436488
0.1,"stream","mSPRTphi25-non-robust",7692,1811,1270.76814716606,0.235439417576703,0.165206467390283
0.1,"stream","mSPRTphi11-non-robust",7692,1565,1053.80502154457,0.203458138325533,0.137000132806107
0.1,"stream","GAVI250",7692,90,34.3545740802121,0.0117004680187207,0.00446627328135883
