"effect","mode","method","num_trials","num_detections","total_savings","detection_rate","average_savings"
0,"non-sequential","ttest",7696,392,0,0.0509355509355509,0
0,"stream","YEAST",7696,323,90.300381173351,0.0419698544698545,0.0117334175121298
0,"stream","YEAST-non-robust",7696,1282,568.145840238649,0.166580041580042,0.0738235239395334
0,"stream","pYEAST6",7696,135,57.022290354657,0.01754158004158,0.0074093412622995
0,"stream","pYEAST6-non-robust",7696,1015,645.425008286376,0.131886694386694,0.0838649958792069
0,"stream","mSPRTphi100",7696,14,6.44423268147166,0.00181912681912682,0.000837348321397045
0,"stream","mSPRTphi25",7696,5,2.40934703347696,0.00064968814968815,0.000313064843227256
0,"stream","mSPRTphi11",7696,3,1.1112860457408,0.00038981288981289,0.00014439787496632
0,"stream","mSPRTphi100-non-robust",7696,752,618.359214451441,0.0977130977130977,0.0803481307759149
0,"stream","mSPRTphi25-non-robust",7696,568,457.275687769308,0.0738045738045738,0.0594173190968436
0,"stream","mSPRTphi11-non-robust",7696,444,346.398077560492,0.0576923076923077,0.0450101452131616
0,"stream","GAVI250",7696,9,3.94506131919125,0.00116943866943867,0.000512611917774331
0,"stream","GAVI500",7696,11,4.8975803778588,0.00142931392931393,0.000636379986728015
0,"stream","GAVI750",7696,15,6.82888631090487,0.00194906444906445,0.000887329302352504
0,"stream","GAVI10K",7696,32,14.151309247597,0.00415800415800416,0.00183878758414721
0,"stream","GAVI250-non-robust",7696,641,524.742210805437,0.0832900207900208,0.0681837592002906
0,"stream","GAVI500-non-robust",7696,725,597.253977461053,0.0942047817047817,0.0776057663021119
0,"stream","GAVI750-non-robust",7696,773,631.02079880676,0.100441787941788,0.0819933470383005
0,"stream","GAVI10K-non-robust",7696,584,360.741382167717,0.0758835758835759,0.0468738802192979
0,"stream","LanDeMetsOBF",7696,195,49.3160424262513,0.0253378378378378,0.00640800967077069
0,"stream","LanDeMetsOBF-non-robust",7696,1016,418.26010938018,0.132016632016632,0.0543477273103144
0,"stream","SeqC2ST_QDA",7696,1792,1366.14559164734,0.232848232848233,0.177513720328396
0,"stream","Classical",7696,321,320.973400729201,0.0417099792099792,0.0417065229637735
0,"stream","Classical-non-robust",7696,1125,1124.90677825656,0.146179833679834,0.146167720667433
0.05,"non-sequential","ttest",7696,691,0,0.0897869022869023,0
0.05,"stream","YEAST",7696,911,254.23558170368,0.118373180873181,0.0330347689323908
0.05,"stream","YEAST-non-robust",7696,2441,1060.54748094133,0.317177754677755,0.137805026109841
0.05,"stream","pYEAST6",7696,413,151.154789526019,0.0536642411642412,0.0196406951047322
0.05,"stream","pYEAST6-non-robust",7696,1962,1138.22812396421,0.25493762993763,0.147898664756264
0.05,"stream","mSPRTphi100",7696,36,16.306347364932,0.00467775467775468,0.00211880812953899
0.05,"stream","mSPRTphi25",7696,9,4.25795492210805,0.00116943866943867,0.000553268570959986
0.05,"stream","mSPRTphi11",7696,6,3.31463374212794,0.00077962577962578,0.000430695652563402
0.05,"stream","mSPRTphi100-non-robust",7696,1334,1018.61841233012,0.173336798336798,0.132356862309007
0.05,"stream","mSPRTphi25-non-robust",7696,1057,788.850182300292,0.137344074844075,0.102501323063967
0.05,"stream","mSPRTphi11-non-robust",7696,865,624.414650314881,0.11239604989605,0.0811349597602496
0.05,"stream","GAVI250",7696,16,6.77436194895592,0.00207900207900208,0.000880244535986996
0.05,"stream","GAVI500",7696,32,14.9017235664567,0.00415800415800416,0.00193629464221112
0.05,"stream","GAVI750",7696,42,18.8555684454756,0.00545738045738046,0.00245004787493187
0.05,"stream","GAVI10K",7696,94,37.4881504806099,0.0122141372141372,0.00487112142419567
0.05,"stream","GAVI250-non-robust",7696,1155,882.229864103406,0.150077962577963,0.114634857601794
0.05,"stream","GAVI500-non-robust",7696,1296,990.595790520374,0.168399168399168,0.12871566924641
0.05,"stream","GAVI750-non-robust",7696,1358,1030.8347696387,0.176455301455301,0.133944226824156
0.05,"stream","GAVI10K-non-robust",7696,1207,682.015661252901,0.156834719334719,0.0886194986035475
0.05,"stream","LanDeMetsOBF",7696,614,148.498674179649,0.0797817047817048,0.0192955657717839
0.05,"stream","LanDeMetsOBF-non-robust",7696,2074,829.876947298642,0.269490644490644,0.107832243671861
0.05,"stream","SeqC2ST_QDA",7696,1862,1395.5830294995,0.241943866943867,0.181338751234343
0.05,"stream","Classical",7696,906,905.924925422615,0.117723492723493,0.117713737710839
0.05,"stream","Classical-non-robust",7696,2289,2288.81032482599,0.297427234927235,0.297402588984666
0.1,"non-sequential","ttest",7696,1723,0,0.223882536382536,0
0.1,"stream","YEAST",7696,1931,553.541431885979,0.250909563409563,0.0719258617315462
0.1,"stream","YEAST-non-robust",7696,4017,1780.09363606233,0.521959459459459,0.231301148136997
0.1,"stream","pYEAST6",7696,963,362.1294332118,0.125129937629938,0.0470542402821985
0.1,"stream","pYEAST6-non-robust",7696,3251,1833.68959231026,0.422427234927235,0.238265279666094
0.1,"stream","mSPRTphi100",7696,141,60.7079880676169,0.0183212058212058,0.00788825208778805
0.1,"stream","mSPRTphi25",7696,80,33.3564799469672,0.0103950103950104,0.004334261947371
0.1,"stream","mSPRTphi11",7696,50,24.407192575406,0.0064968814968815,0.00317141275667958
0.1,"stream","mSPRTphi100-non-robust",7696,2145,1515.09703347697,0.278716216216216,0.196868117655532
0.1,"stream","mSPRTphi25-non-robust",7696,1773,1220.93486907524,0.230379417879418,0.158645383195847
0.1,"stream","mSPRTphi11-non-robust",7696,1522,1020.51218097447,0.197765072765073,0.132602934118304
0.1,"stream","GAVI250",7696,98,40.1175008286377,0.0127338877338877,0.00521277297669409
0.1,"stream","GAVI500",7696,131,54.8719754723235,0.0170218295218295,0.00712993444286948
0.1,"stream","GAVI750",7696,155,67.5119323831621,0.0201403326403326,0.00877234048637761
0.1,"stream","GAVI10K",7696,280,114.330543586344,0.0363825363825364,0.0148558398630905
0.1,"stream","GAVI250-non-robust",7696,1911,1333.58733841565,0.248310810810811,0.173283178068562
0.1,"stream","GAVI500-non-robust",7696,2103,1479.62487570435,0.273258835758836,0.192258949545784
0.1,"stream","GAVI750-non-robust",7696,2176,1535.28654292344,0.282744282744283,0.19949149466261
0.1,"stream","GAVI10K-non-robust",7696,2222,1203.88763672522,0.288721413721414,0.15643030622729
0.1,"stream","LanDeMetsOBF",7696,1402,354.602668213456,0.182172557172557,0.0460762302772162
0.1,"stream","LanDeMetsOBF-non-robust",7696,3591,1460.99784554194,0.466606029106029,0.189838597393703
0.1,"stream","SeqC2ST_QDA",7696,1979,1465.49370235333,0.25714656964657,0.190422778372315
0.1,"stream","Classical",7696,1952,1951.83824991718,0.253638253638254,0.25361723621585
0.1,"stream","Classical-non-robust",7696,3936,3935.67384819326,0.511434511434511,0.511392132041744
0.2,"non-sequential","ttest",7696,5592,0,0.726611226611227,0
0.2,"stream","YEAST",7696,5201,1786.13573085848,0.675805613305613,0.232086243614667
0.2,"stream","YEAST-non-robust",7696,6884,3539.72439509449,0.894490644490645,0.459943398530989
0.2,"stream","pYEAST6",7696,3658,1378.43296320849,0.47531185031185,0.179110312267215
0.2,"stream","pYEAST6-non-robust",7696,6321,3730.32200861784,0.821335758835759,0.484709200703981
0.2,"stream","mSPRTphi100",7696,1077,417.230278422274,0.139942827442827,0.0542139135164078
0.2,"stream","mSPRTphi25",7696,725,263.173931057342,0.0942047817047817,0.0341961968629602
0.2,"stream","mSPRTphi11",7696,572,194.947215777262,0.0743243243243243,0.0253309791810372
0.2,"stream","mSPRTphi100-non-robust",7696,4940,3171.69539277423,0.641891891891892,0.412122582221183
0.2,"stream","mSPRTphi25-non-robust",7696,4486,2785.09371892606,0.582900207900208,0.361888476991432
0.2,"stream","mSPRTphi11-non-robust",7696,4199,2517.67185946304,0.545608108108108,0.327140314379293
0.2,"stream","GAVI250",7696,821,305.005220417634,0.106678794178794,0.0396316554596717
0.2,"stream","GAVI500",7696,1005,384.207739476301,0.130587318087318,0.0499230430712449
0.2,"stream","GAVI750",7696,1125,439.271047398077,0.146179833679834,0.0570778387991265
0.2,"stream","GAVI10K",7696,1766,654.550629764667,0.229469854469854,0.085050757505804
0.2,"stream","GAVI250-non-robust",7696,4665,2938.77792509111,0.606159043659044,0.381857838499365
0.2,"stream","GAVI500-non-robust",7696,4877,3121.68238316203,0.633705821205821,0.405624010286127
0.2,"stream","GAVI750-non-robust",7696,4982,3204.9821014252,0.647349272349272,0.416447778251715
0.2,"stream","GAVI10K-non-robust",7696,5333,2942.08717268813,0.69295738045738,0.382287834288998
0.2,"stream","LanDeMetsOBF",7696,4516,1357.95914816043,0.586798336798337,0.17644999326409
0.2,"stream","LanDeMetsOBF-non-robust",7696,6619,3161.33907855488,0.860057172557173,0.410776907296632
0.2,"stream","SeqC2ST_QDA",7696,2811,1859.51126947299,0.365254677754678,0.241620487197634
0.2,"stream","Classical",7696,5249,5248.56504806043,0.68204261954262,0.681986102918455
0.2,"stream","Classical-non-robust",7696,6855,6854.43196884236,0.890722453222453,0.890648644600098
0.5,"non-sequential","ttest",7696,7696,0,1,0
0.5,"stream","YEAST",7696,7696,5068.29847530662,1,0.658562691697846
0.5,"stream","YEAST-non-robust",7696,7696,6023.77270467351,1,0.782714748528263
0.5,"stream","pYEAST6",7696,7696,5633.65528670865,1,0.732023815840522
0.5,"stream","pYEAST6-non-robust",7696,7696,6676.83626118647,1,0.867572279260196
0.5,"stream","mSPRTphi100",7696,7684,5051.94705004976,0.998440748440748,0.656438026253866
0.5,"stream","mSPRTphi25",7696,7658,4681.22240636396,0.99506237006237,0.608266944693862
0.5,"stream","mSPRTphi11",7696,7628,4454.46594298974,0.991164241164241,0.578802747269977
0.5,"stream","mSPRTphi100-non-robust",7696,7696,6741.0396088827,1,0.875914710093905
0.5,"stream","mSPRTphi25-non-robust",7696,7696,6630.44083526655,1,0.861543767576215
0.5,"stream","mSPRTphi11-non-robust",7696,7696,6546.70989393414,1,0.850663967507035
0.5,"stream","GAVI250",7696,7671,4810.71818031158,0.996751559251559,0.625093318647555
