"effect","mode","method","num_trials","num_detections","total_savings","detection_rate","average_savings"
0,"non-sequential","ttest",7692,383,0,0.0497919916796672,0
0,"stream","YEAST",7692,334,96.9461385482267,0.0434217368694748,0.0126035021513555
0,"stream","YEAST-non-robust",7692,1305,557.968263175339,0.169656786271451,0.0725387757638246
0,"stream","pYEAST6",7692,158,62.381007623467,0.0205408216328653,0.00810985538526612
0,"stream","pYEAST6-non-robust",7692,1029,650.464948624461,0.133775351014041,0.0845638258742149
0,"stream","mSPRTphi100",7692,15,8.07805767318528,0.00195007800312012,0.00105018950509429
0,"stream","mSPRTphi25",7692,5,3.37487570434206,0.000650026001040042,0.000438751391620133
0,"stream","mSPRTphi11",7692,3,2.01856148491879,0.000390015600624025,0.000262423489979042
0,"stream","mSPRTphi100-non-robust",7692,739,610.074080212131,0.0960738429537182,0.0793128029396946
0,"stream","mSPRTphi25-non-robust",7692,560,446.628604574081,0.0728029121164847,0.0580640411562768
0,"stream","mSPRTphi11-non-robust",7692,458,355.199038780246,0.0595423816952678,0.046177722150318
0,"stream","GAVI250",7692,7,4.10009943652635,0.000910036401456058,0.00053303424811835
0,"stream","GAVI500",7692,12,7.17956579383494,0.0015600624024961,0.000933380888434079
0,"stream","GAVI750",7692,16,8.93536625787206,0.00208008320332813,0.00116164407928654
0,"stream","GAVI10K",7692,30,14.7616837918462,0.00390015600624025,0.00191909565676628
0,"stream","GAVI250-non-robust",7692,628,510.779168047731,0.0816432657306292,0.0664039480041252
0,"stream","GAVI500-non-robust",7692,719,594.583609545906,0.093473738949558,0.0772989611994158
0,"stream","GAVI750-non-robust",7692,750,620.236741796486,0.0975039001560062,0.0806340017936149
0,"stream","GAVI10K-non-robust",7692,549,338.715777262181,0.0713728549141966,0.044034812436581
0,"stream","LanDeMetsOBF",7692,209,53.2309413324495,0.0271710868434737,0.00692029918518584
0,"stream","LanDeMetsOBF-non-robust",7692,1015,401.267235664568,0.131955278211128,0.0521668273094862
0,"stream","SeqC2ST_QDA",7692,1755,1324.39202850514,0.228159126365055,0.172177850819701
0,"stream","Classical",7692,339,338.971909181305,0.0440717628705148,0.0440681109180064
0,"stream","Classical-non-robust",7692,1143,1142.90528670867,0.148595943837754,0.148583630617352
0.05,"non-sequential","ttest",7692,697,0,0.0906136245449818,0
0.05,"stream","YEAST",7692,892,246.127030162413,0.115964638585543,0.0319977938328671
0.05,"stream","YEAST-non-robust",7692,2512,1065.35026516407,0.326573062922517,0.13850107451431
0.05,"stream","pYEAST6",7692,385,157.511932383162,0.0500520020800832,0.0204773703046233
0.05,"stream","pYEAST6-non-robust",7692,1942,1121.20492210806,0.252470098803952,0.145762470372862
0.05,"stream","mSPRTphi100",7692,40,19.5852668213457,0.00520020800832033,0.00254618653423631
0.05,"stream","mSPRTphi25",7692,16,7.1387139542592,0.00208008320332813,0.00092806993685117
