"effect","mode","method","num_trials","num_detections","total_savings","detection_rate","average_savings"
0.05,"stream","pYEAST6",7692,375,150.055518727213,0.0487519500780031,0.0195079977544478
0.05,"stream","pYEAST6-non-robust",7692,1904,1102.52726218098,0.247529901196048,0.143334277454625
0.05,"stream","mSPRTphi100",7692,52,26.655286708651,0.00676027041081643,0.00346532588516003
0.05,"stream","mSPRTphi25",7692,25,12.4318859794498,0.00325013000520021,0.0016162098257215
0.05,"stream","mSPRTphi11",7692,22,9.63349353662579,0.00286011440457618,0.00125240425593159
0.05,"stream","mSPRTphi100-non-robust",7692,1272,968.625538614509,0.165366614664587,0.125926357074169
0.05,"stream","mSPRTphi25-non-robust",7692,1017,764.015329797809,0.132215288611544,0.0993259659123517
0.05,"stream","mSPRTphi11-non-robust",7692,834,604.641862777593,0.108424336973479,0.0786065864245441
0.05,"stream","GAVI250",7692,30,15.3036128604574,0.00390015600624025,0.00198954925382962
0.05,"stream","GAVI500",7692,43,22.2139542591979,0.00559022360894436,0.00288792957087856
0.05,"stream","GAVI750",7692,54,26.5903215114352,0.00702028081123245,0.00345688007168944
0.05,"stream","GAVI10K",7692,99,43.2659927079881,0.0128705148205928,0.00562480404420022
0.05,"stream","GAVI250-non-robust",7692,1091,826.938929400061,0.141835673426937,0.107506361076451
0.05,"stream","GAVI500-non-robust",7692,1237,943.614269141525,0.160816432657306,0.122674761978877
0.05,"stream","GAVI750-non-robust",7692,1282,973.204756380504,0.166666666666667,0.126521679196633
0.05,"stream","GAVI10K-non-robust",7692,1176,672.642940006629,0.152886115444618,0.0874470800840652
0.05,"stream","LanDeMetsOBF",7692,602,142.617003646006,0.078263130525221,0.0185409521120653
0.05,"stream","LanDeMetsOBF-non-robust",7692,2050,812.524279085186,0.266510660426417,0.105632381576337
0.05,"stream","SeqC2ST_QDA",7692,1761,1324.13241630759,0.228939157566303,0.172144099883982
0.05,"stream","Classical",7692,881,880.926997016913,0.114534581383255,0.114525090615823
0.05,"stream","Classical-non-robust",7692,2295,2294.80982764336,0.298361934477379,0.29833721108208
0.1,"non-sequential","ttest",7692,1726,0,0.224388975559022,0
0.1,"stream","YEAST",7692,1940,550.442243950943,0.252210088403536,0.0715603541277878
0.1,"stream","YEAST-non-robust",7692,4032,1782.4057838913,0.52418096723869,0.2317220207867
0.1,"stream","pYEAST6",7692,966,346.90437520716,0.125585023400936,0.0450993727518409
0.1,"stream","pYEAST6-non-robust",7692,3247,1835.66291017569,0.422126885075403,0.238645724151806
0.1,"stream","mSPRTphi100",7692,147,69.229864103414,0.0191107644305772,0.00900024234313755
0.1,"stream","mSPRTphi25",7692,86,35.7455253563142,0.0111804472178887,0.00464710418048807
0.1,"stream","mSPRTphi11",7692,58,24.2558004640371,0.00754030161206448,0.00315338019553265
0.1,"stream","mSPRTphi100-non-robust",7692,2147,1503.29640371231,0.279121164846594,0.195436349936597
0.1,"stream","mSPRTphi25-non-robust",7692,1768,1229.79582366589,0.229849193967759,0.159879852270657
0.1,"stream","mSPRTphi11-non-robust",7692,1550,1037.88432217434,0.201508060322413,0.134930359097028
0.1,"stream","GAVI250",7692,105,44.2757706330792,0.0136505460218409,0.00575608042551732
0.1,"stream","GAVI500",7692,138,63.9756380510441,0.0179407176287051,0.00831716563326106
0.1,"stream","GAVI750",7692,153,71.9303115677826,0.0198907956318253,0.00935131455639399
0.1,"stream","GAVI10K",7692,277,113.548060987736,0.0360114404576183,0.0147618384019418
0.1,"stream","GAVI250-non-robust",7692,1913,1340.04656943985,0.24869994799792,0.174213022548082
0.1,"stream","GAVI500-non-robust",7692,2090,1470.04814385152,0.271710868434737,0.191113903256828
0.1,"stream","GAVI750-non-robust",7692,2180,1525.03206827976,0.283411336453458,0.198262099360343
0.1,"stream","GAVI10K-non-robust",7692,2253,1220.48599602254,0.292901716068643,0.158669526263981
0.1,"stream","LanDeMetsOBF",7692,1389,351.053115677826,0.180577223088924,0.0456387305873409
0.1,"stream","LanDeMetsOBF-non-robust",7692,3580,1464.22712959896,0.46541861674467,0.19035714113351
0.1,"stream","SeqC2ST_QDA",7692,1906,1385.67235664568,0.247789911596464,0.180144612148424
0.1,"stream","Classical",7692,1963,1962.83733841569,0.25520020800832,0.255179061156486
0.1,"stream","Classical-non-robust",7692,3914,3913.67567119625,0.508840353614145,0.50879818918308
0.2,"non-sequential","ttest",7692,5530,0,0.718928757150286,0
0.2,"stream","YEAST",7692,5140,1756.12852171032,0.668226729069163,0.228305840055944
0.2,"stream","YEAST-non-robust",7692,6821,3518.86095459067,0.886765470618825,0.457470222905704
0.2,"stream","pYEAST6",7692,3606,1341.15454093471,0.468798751950078,0.174357064604096
0.2,"stream","pYEAST6-non-robust",7692,6250,3702.44580709314,0.812532501300052,0.481337208410445
0.2,"stream","mSPRTphi100",7692,1046,392.830046403712,0.135985439417577,0.0510699488304358
0.2,"stream","mSPRTphi25",7692,678,232.083112363275,0.0881435257410296,0.0301720114876853
0.2,"stream","mSPRTphi11",7692,495,168.290934703348,0.0643525741029641,0.0218786966593016
0.2,"stream","mSPRTphi100-non-robust",7692,4884,3178.70831952266,0.634945397815913,0.413248611482405
0.2,"stream","mSPRTphi25-non-robust",7692,4454,2787.62694729863,0.579043161726469,0.362405999388797
0.2,"stream","mSPRTphi11-non-robust",7692,4180,2504.23243288035,0.543421736869475,0.325563238803997
0.2,"stream","GAVI250",7692,786,278.309413324494,0.102184087363495,0.0361816709990242
0.2,"stream","GAVI500",7692,974,358.208816705337,0.1266250650026,0.0465690089320511
0.2,"stream","GAVI750",7692,1093,413.6450944647,0.142095683827353,0.0537760133209439
0.2,"stream","GAVI10K",7692,1727,634.200696055684,0.22451898075923,0.0824493884627775
0.2,"stream","GAVI250-non-robust",7692,4610,2935.64782896914,0.599323972958918,0.381649483745338
0.2,"stream","GAVI500-non-robust",7692,4829,3125.76549552532,0.627795111804472,0.406365769049053
0.2,"stream","GAVI750-non-robust",7692,4926,3206.0536128604,0.640405616224649,0.416803641817525
0.2,"stream","GAVI10K-non-robust",7692,5283,2913.65304938683,0.686817472698908,0.378790048022209
0.2,"stream","LanDeMetsOBF",7692,4416,1326.10117666557,0.574102964118565,0.172400048968483
0.2,"stream","LanDeMetsOBF-non-robust",7692,6578,3138.41000994368,0.855174206968279,0.408009621677545
0.2,"stream","SeqC2ST_QDA",7692,2806,1825.17500828638,0.364794591783671,0.237282242366924
0.2,"stream","Classical",7692,5204,5203.56877693018,0.676547061882475,0.676491000640948
0.2,"stream","Classical-non-robust",7692,6810,6809.4356977121,0.885335413416537,0.885262051184621
0.5,"non-sequential","ttest",7692,7692,0,1,0
0.5,"stream","YEAST",7692,7692,5093.58178654295,1,0.662192119935381
0.5,"stream","YEAST-non-robust",7692,7692,6042.46262843885,1,0.785551563759601
0.5,"stream","pYEAST6",7692,7692,5674.36625787205,1,0.737697121408223
0.5,"stream","pYEAST6-non-robust",7692,7692,6696.1972157771,1,0.87054045966941
0.5,"stream","mSPRTphi100",7692,7683,5105.95956247928,0.998829953198128,0.663801295174113
0.5,"stream","mSPRTphi25",7692,7671,4743.87056678822,0.997269890795632,0.61672784279618
0.5,"stream","mSPRTphi11",7692,7655,4518.18660921447,0.995189807592304,0.587387754708069
0.5,"stream","mSPRTphi100-non-robust",7692,7692,6763.65843553168,1,0.879310769049881
0.5,"stream","mSPRTphi25-non-robust",7692,7692,6660.70036460033,1,0.865925684425421
0.5,"stream","mSPRTphi11-non-robust",7692,7692,6581.44008949262,1,0.855621436491501
0.5,"stream","GAVI250",7692,7675,4871.64932051706,0.997789911596464,0.633339745257028
0.5,"stream","GAVI500",7692,7682,5052.58576400398,0.99869994799792,0.65686242381747
0.5,"stream","GAVI750",7692,7683,5142.86708650978,0.998829953198128,0.668599465224881
0.5,"stream","GAVI10K",7692,7690,5142.21702021878,0.999739989599584,0.66851495322657
0.5,"stream","GAVI250-non-robust",7692,7692,6700.94166390424,1,0.871157262598055
0.5,"stream","GAVI500-non-robust",7692,7692,6751.48425588301,1,0.877728062387287
0.5,"stream","GAVI750-non-robust",7692,7692,6770.07424593937,1,0.880144857766429
0.5,"stream","GAVI10K-non-robust",7692,7692,6473.2248094132,1,0.84155288733921
0.5,"stream","LanDeMetsOBF",7692,7692,4818.78181968844,1,0.626466695227306
0.5,"stream","LanDeMetsOBF-non-robust",7692,7692,5863.27502485917,1,0.762256243481432
0.5,"stream","SeqC2ST_QDA",7692,7401,6314.39824328806,0.96216848673947,0.82090460781176
0.5,"stream","Classical",7692,7692,7691.36261186507,1,0.999917136227908
0.5,"stream","Classical-non-robust",7692,7692,7691.36261186507,1,0.999917136227908
